cluster_id,R_id,smart,dE,adj_fwd
0,42067,[CH3:1][CH2:2][I:3].[CH3:4][c:5]1[n:6][n:8]([H:9])[c:10]2[c:7]1[cH:15][c:13]([N+:14](=[O:16])[O-:17])[cH:12][cH:11]2>>[CH3:1][CH2:2][n:8]1[n:6][c:5]([CH3:4])[c:7]2[c:10]1[cH:11][cH:12][c:13]([N+:14](=[O:16])[O-:17])[cH:15]2.[I:3][H:9],-17.45,40.19
0,397,[C:1](#[C:2][c:4]1[cH:5][n:7][c:8]([NH2:9])[n:10][cH:6]1)[H:3].[CH3:11][c:12]1[cH:13][cH:15][c:16]([C:17](=[O:19])[NH:20][c:21]2[cH:22][cH:24][cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:23]2)[cH:18][c:14]1[I:31]>>[C:1](#[C:2][c:4]1[cH:5][n:7][c:8]([NH2:9])[n:10][cH:6]1)[c:14]1[c:12]([CH3:11])[cH:13][cH:15][c:16]([C:17](=[O:19])[NH:20][c:21]2[cH:22][cH:24][cH:25][c:26]([C:27]([F:28])([F:29])[F:30])[cH:23]2)[cH:18]1.[H:3][I:31],-17.06,40.32
0,38062,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([CH2:9][CH:11]([CH3:12])[NH:13][C:14]([CH3:15])=[O:16])[cH:10][cH:6]1)[H:3].[CH3:17][S:18][c:19]1[n:20][cH:22][cH:23][c:24]([I:25])[n:21]1>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([CH2:9][CH:11]([CH3:12])[NH:13][C:14]([CH3:15])=[O:16])[cH:10][cH:6]1)[c:24]1[n:21][c:19]([S:18][CH3:17])[n:20][cH:22][cH:23]1.[H:3][I:25],-20.12,40.33
0,18939,[CH3:1][c:2]1[n:3][c:5]([I:6])[c:7]([I:8])[n:4]1-[c:9]1[cH:10][n:12][n:13]([CH3:14])[c:15](=[O:16])[cH:11]1.[H:17][H:18]>>[CH3:1][c:2]1[n:3][c:5]([I:6])[c:7]([H:18])[n:4]1-[c:9]1[cH:10][n:12][n:13]([CH3:14])[c:15](=[O:16])[cH:11]1.[I:8][H:17],-5.11,40.35
0,20772,[CH:1]#[C:2][c:3]1[cH:4][cH:6][cH:7][cH:8][cH:5]1.[NH:9]([c:10]1[c:12]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18][c:13]1[I:19])[H:11]>>[H:11][I:19].[cH:1]1[c:2](-[c:3]2[cH:4][cH:6][cH:7][cH:8][cH:5]2)[nH:9][c:10]2[c:12]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18][c:13]12,-70.83,40.82
0,26405_rev,[C:1](#[C:2][c:4]1[cH:5][c:7]([O:8][CH3:10])[c:9]2[c:11]([cH:6]1)[C:13]([CH3:14])([CH3:15])[CH2:16][CH2:17][CH:12]2[N:18]([CH3:19])[CH:20]1[CH2:21][CH2:22]1)[c:32]1[cH:31][cH:29][c:28]([CH2:27][C:25]([O:24][CH3:23])=[O:26])[c:30]([F:35])[cH:34]1.[H:3][I:33]>>[C:1](#[C:2][c:4]1[cH:5][c:7]([O:8][CH3:10])[c:9]2[c:11]([cH:6]1)[C:13]([CH3:14])([CH3:15])[CH2:16][CH2:17][CH:12]2[N:18]([CH3:19])[CH:20]1[CH2:21][CH2:22]1)[H:3].[CH3:23][O:24][C:25](=[O:26])[CH2:27][c:28]1[cH:29][cH:31][c:32]([I:33])[cH:34][c:30]1[F:35],-5.78,40.91
0,45360_rev,[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[c:14]1[cH:12][c:11]([C:9]([CH3:8])=[O:10])[n:13][c:18]([Cl:19])[c:16]1[OH:17].[H:3][I:15]>>[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[H:3].[CH3:8][C:9](=[O:10])[c:11]1[cH:12][c:14]([I:15])[c:16]([OH:17])[c:18]([Cl:19])[n:13]1,-20.43,41.08
0,22347_rev,[Br:1][c:2]1[cH:3][cH:5][cH:6][cH:7][c:4]1[S:16][c:15]1[cH:14][cH:12][c:11]([O:10][CH3:9])[cH:13][cH:17]1.[I:8][H:18]>>[Br:1][c:2]1[cH:3][cH:5][cH:6][cH:7][c:4]1[I:8].[CH3:9][O:10][c:11]1[cH:12][cH:14][c:15]([S:16][H:18])[cH:17][cH:13]1,-10.49,41.22
0,27444,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][CH:12]([CH2:13][CH2:15][CH2:16][C:17](=[O:18])[N:19]([c:20]2[cH:22][cH:24][c:25]([Cl:26])[c:27]([Cl:28])[cH:23]2)[H:21])[CH2:14][CH2:10]1.[CH3:29][CH2:30][I:31]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][CH:12]([CH2:13][CH2:15][CH2:16][C:17](=[O:18])[N:19]([c:20]2[cH:22][cH:24][c:25]([Cl:26])[c:27]([Cl:28])[cH:23]2)[CH2:30][CH3:29])[CH2:14][CH2:10]1.[H:21][I:31],7.33,41.99
0,10821_rev,[C:1](#[C:2][c:4]1[cH:5][cH:7][cH:8][c:9]([NH:10][C:11](=[O:12])[NH:13][c:14]2[cH:15][c:17]([C:18]([CH3:20])([CH3:21])[CH3:22])[o:19][n:16]2)[cH:6]1)[c:24]1[cH:25][n:27][nH:28][cH:26]1.[H:3][I:23]>>[C:1](#[C:2][c:4]1[cH:5][cH:7][cH:8][c:9]([NH:10][C:11](=[O:12])[NH:13][c:14]2[cH:15][c:17]([C:18]([CH3:20])([CH3:21])[CH3:22])[o:19][n:16]2)[cH:6]1)[H:3].[I:23][c:24]1[cH:25][n:27][nH:28][cH:26]1,-26.91,42.04
0,4264,[CH3:1][O:2][C:3](=[O:4])[CH:5]([NH:6][H:8])[C:7]([CH3:9])([CH3:10])[CH3:11].[I:12][CH2:13][CH2:14][O:15][CH2:16][c:17]1[cH:18][cH:20][cH:21][cH:22][cH:19]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([NH:6][CH2:13][CH2:14][O:15][CH2:16][c:17]1[cH:18][cH:20][cH:21][cH:22][cH:19]1)[C:7]([CH3:9])([CH3:10])[CH3:11].[H:8][I:12],-14.1,42.2
0,26051,[CH3:1][c:2]1[cH:3][cH:5][n:6][cH:7][c:4]1[I:8].[O:9]=[C:10]1[N:11]([H:13])[CH2:14][CH2:15][c:16]2[c:12]1[cH:22][c:20]([Cl:21])[c:18]([Cl:19])[cH:17]2>>[CH3:1][c:2]1[cH:3][cH:5][n:6][cH:7][c:4]1[N:11]1[C:10](=[O:9])[c:12]2[c:16]([cH:17][c:18]([Cl:19])[c:20]([Cl:21])[cH:22]2)[CH2:15][CH2:14]1.[I:8][H:13],13.59,42.63
0,6710,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][C:11]([CH3:12])=[O:13])[n:10][cH:6]1)[H:3].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][cH:22][c:23]([CH3:24])[c:25]([I:26])[cH:21]1>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][C:11]([CH3:12])=[O:13])[n:10][cH:6]1)[c:25]1[cH:21][c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][cH:22][c:23]1[CH3:24].[H:3][I:26],-9.12,42.67
0,41904_rev,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][CH:11]([CH3:12])[CH3:13])[n:10][n:6]1)[c:35]1[cH:31][c:29]([C:27]([NH:25][c:24]2[cH:23][cH:21][c:19](-[n:18]3[cH:16][c:15]([CH3:14])[n:17][cH:20]3)[c:22]([C:37]([F:38])([F:39])[F:40])[cH:26]2)=[O:28])[cH:30][cH:32][c:33]1[Cl:34].[H:3][I:36]>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][CH:11]([CH3:12])[CH3:13])[n:10][n:6]1)[H:3].[CH3:14][c:15]1[cH:16][n:18](-[c:19]2[cH:21][cH:23][c:24]([NH:25][C:27](=[O:28])[c:29]3[cH:30][cH:32][c:33]([Cl:34])[c:35]([I:36])[cH:31]3)[cH:26][c:22]2[C:37]([F:38])([F:39])[F:40])[cH:20][n:17]1,-18.6,42.82
0,35256_rev,[CH3:1][c:2]1[cH:3][cH:5][n:6][cH:7][c:4]1[N:13]1[C:10]([CH3:9])([CH3:11])[CH2:12][N:14]([c:15]2[cH:17][cH:19][c:20]3[n:21][cH:23][s:24][c:22]3[cH:18]2)[C:16]1=[O:25].[I:8][H:26]>>[CH3:1][c:2]1[cH:3][cH:5][n:6][cH:7][c:4]1[I:8].[CH3:9][C:10]1([CH3:11])[CH2:12][N:14]([c:15]2[cH:17][cH:19][c:20]3[n:21][cH:23][s:24][c:22]3[cH:18]2)[C:16](=[O:25])[N:13]1[H:26],13.81,43.38
0,34547,[CH3:1][N:2]([CH3:3])[CH:4]=[O:5].[F:6][C:7]([F:8])([F:9])[O:10][c:11]1[cH:12][c:14]([Br:15])[cH:16][cH:17][c:13]1[I:18].[H:19][H:20]>>[CH3:1][N:2]([CH3:3])[H:19].[CH:4](=[O:5])[c:13]1[c:11]([O:10][C:7]([F:6])([F:8])[F:9])[cH:12][c:14]([Br:15])[cH:16][cH:17]1.[I:18][H:20],-9.61,43.5
0,18037,[CH3:1][CH2:2][I:3].[CH3:4][CH2:5][N:6]([c:7]1[cH:9][cH:11][c:12]([Br:13])[cH:14][c:10]1[C:15]([CH3:16])([CH3:17])[CH3:18])[H:8]>>[CH3:1][CH2:2][N:6]([CH2:5][CH3:4])[c:7]1[cH:9][cH:11][c:12]([Br:13])[cH:14][c:10]1[C:15]([CH3:16])([CH3:17])[CH3:18].[I:3][H:8],10.1,44.24
0,14179_rev,[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[c:21]1[c:20]2[c:18]([OH:19])[n:16][c:15]([NH:14][C:12]([C:9]([CH3:8])([CH3:10])[CH3:11])=[O:13])[n:17][c:22]2[nH:25][cH:24]1.[H:3][I:23]>>[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[H:3].[CH3:8][C:9]([CH3:10])([CH3:11])[C:12](=[O:13])[NH:14][c:15]1[n:16][c:18]([OH:19])[c:20]2[c:21]([I:23])[cH:24][nH:25][c:22]2[n:17]1,-21.7,44.51
0,47218_rev,[C:1](#[C:2][CH2:4][CH2:5][O:6][CH:7]1[CH2:8][CH2:10][CH2:11][CH2:12][O:9]1)[c:23]1[cH:19][c:17]([C:15]([O:14][CH3:13])=[O:16])[cH:18][cH:20][c:21]1[NH:22][C:24]([CH3:25])=[O:26].[H:3][I:27]>>[C:1](#[C:2][CH2:4][CH2:5][O:6][CH:7]1[CH2:8][CH2:10][CH2:11][CH2:12][O:9]1)[H:3].[CH3:13][O:14][C:15](=[O:16])[c:17]1[cH:18][cH:20][c:21]([NH:22][C:24]([CH3:25])=[O:26])[c:23]([I:27])[cH:19]1,-19.22,44.64
0,44493_rev,[Br:1][c:2]1[cH:3][cH:5][cH:6][c:7]([C:9]#[C:10][c:12]2[cH:13][cH:15][cH:16][cH:17][cH:14]2)[cH:4]1.[I:8][H:11]>>[Br:1][c:2]1[cH:3][cH:5][cH:6][c:7]([I:8])[cH:4]1.[C:9](#[C:10][c:12]1[cH:13][cH:15][cH:16][cH:17][cH:14]1)[H:11],-22.8,44.67
0,18754_rev,[CH3:1][CH:2]([CH3:3])[n:18]1[n:14][c:11](-[c:10]2[cH:9][n:7][c:6]([NH2:5])[n:8][c:12]2-[c:20]2[cH:21][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:22]2)[cH:13][cH:15][c:16]1=[O:17].[I:4][H:19]>>[CH3:1][CH:2]([CH3:3])[I:4].[NH2:5][c:6]1[n:7][cH:9][c:10](-[c:11]2[cH:13][cH:15][c:16](=[O:17])[n:18]([H:19])[n:14]2)[c:12](-[c:20]2[cH:21][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:22]2)[n:8]1,-17.19,44.88
0,39627_rev,[C:1](#[C:2][CH2:4][OH:5])[c:12]1[c:10]([C:8]([O:7][CH3:6])=[O:9])[cH:11][cH:13][cH:14][cH:15]1.[H:3][I:16]>>[C:1](#[C:2][CH2:4][OH:5])[H:3].[CH3:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:13][cH:14][cH:15][c:12]1[I:16],-24.54,45.29
0,16907,[C:1](#[C:2][CH:4]([OH:5])[CH2:6][CH3:7])[H:3].[O:8]=[C:9]1[NH:10][c:12]2[cH:13][cH:15][c:16]([F:17])[c:18]([I:19])[c:14]2[C:11]1=[CH:20][c:21]1[cH:22][cH:24][cH:25][nH:23]1>>[C:1](#[C:2][CH:4]([OH:5])[CH2:6][CH3:7])[c:18]1[c:14]2[c:12]([cH:13][cH:15][c:16]1[F:17])[NH:10][C:9](=[O:8])[C:11]2=[CH:20][c:21]1[cH:22][cH:24][cH:25][nH:23]1.[H:3][I:19],-26.9,45.36
0,18939_rev,[CH3:1][c:2]1[n:3][c:5]([I:6])[c:7]([H:18])[n:4]1-[c:9]1[cH:10][n:12][n:13]([CH3:14])[c:15](=[O:16])[cH:11]1.[I:8][H:17]>>[CH3:1][c:2]1[n:3][c:5]([I:6])[c:7]([I:8])[n:4]1-[c:9]1[cH:10][n:12][n:13]([CH3:14])[c:15](=[O:16])[cH:11]1.[H:17][H:18],-5.11,45.46
0,25041,[CH2:1]=[CH:2][CH2:3][CH:4]1[CH2:5][CH2:7][CH2:8][N:9]([H:10])[C:6]1=[O:11].[NH2:12][c:13]1[cH:14][cH:16][c:17]([I:18])[c:19]([Cl:20])[cH:15]1>>[CH2:1]=[CH:2][CH2:3][CH:4]1[CH2:5][CH2:7][CH2:8][N:9]([c:17]2[cH:16][cH:14][c:13]([NH2:12])[cH:15][c:19]2[Cl:20])[C:6]1=[O:11].[H:10][I:18],-14.91,45.84
0,42040_rev,[CH3:1][CH2:2][N:8]1[S:5](=[O:4])(=[O:6])[CH2:7][c:9]2[cH:10][c:12]([Cl:13])[c:14]([Cl:15])[cH:16][c:11]2[C:17]([c:18]2[cH:20][cH:22][c:23]([F:24])[cH:25][cH:21]2)=[N:19]1.[I:3][H:26]>>[CH3:1][CH2:2][I:3].[O:4]=[S:5]1(=[O:6])[CH2:7][c:9]2[cH:10][c:12]([Cl:13])[c:14]([Cl:15])[cH:16][c:11]2[C:17]([c:18]2[cH:20][cH:22][c:23]([F:24])[cH:25][cH:21]2)=[N:19][N:8]1[H:26],-19.83,45.94
0,34069,[CH3:1][CH2:2][I:3].[CH3:4][NH:5][C:6](=[O:7])[CH:8]1[CH2:9][CH:11]([S:12][CH2:14][c:15]2[cH:16][cH:18][c:19]([O:20][CH3:22])[cH:21][cH:17]2)[CH2:13][N:10]1[H:23]>>[CH3:1][CH2:2][N:10]1[CH:8]([C:6]([NH:5][CH3:4])=[O:7])[CH2:9][CH:11]([S:12][CH2:14][c:15]2[cH:16][cH:18][c:19]([O:20][CH3:22])[cH:21][cH:17]2)[CH2:13]1.[I:3][H:23],-16.46,46.34
0,35636_rev,[C:1](#[C:2][CH2:4][OH:5])[c:12]1[c:10]([C:8]([O:7][CH3:6])=[O:9])[cH:11][cH:13][cH:14][cH:15]1.[H:3][I:16]>>[C:1](#[C:2][CH2:4][OH:5])[H:3].[CH3:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:13][cH:14][cH:15][c:12]1[I:16],-24.53,46.35
0,39598_rev,[C:1](#[C:2][C:4]([CH3:5])([CH3:6])[OH:7])[c:12]1[n:10][c:9]([Cl:8])[c:11]2[c:15]([n:14]1)[nH:16][cH:17][n:18]2.[H:3][I:13]>>[C:1](#[C:2][C:4]([CH3:5])([CH3:6])[OH:7])[H:3].[Cl:8][c:9]1[n:10][c:12]([I:13])[n:14][c:15]2[c:11]1[n:18][cH:17][nH:16]2,11.32,46.97
0,11461_rev,[CH3:1][CH2:2][N:34]([CH2:33][c:7]1[c:5]([CH3:4])[cH:6][c:8](-[c:9]2[n:11][c:13](-[c:14]3[cH:16][c:18]([CH3:19])[c:20]([O:21][CH2:23][CH:24]([OH:25])[CH2:26][NH:27][C:28](=[O:29])[CH2:30][OH:31])[c:22]([CH3:32])[cH:17]3)[n:15][o:12]2)[s:10]1)[CH:35]([CH3:37])[CH3:38].[I:3][H:36]>>[CH3:1][CH2:2][I:3].[CH3:4][c:5]1[cH:6][c:8](-[c:9]2[n:11][c:13](-[c:14]3[cH:16][c:18]([CH3:19])[c:20]([O:21][CH2:23][CH:24]([OH:25])[CH2:26][NH:27][C:28](=[O:29])[CH2:30][OH:31])[c:22]([CH3:32])[cH:17]3)[n:15][o:12]2)[s:10][c:7]1[CH2:33][N:34]([CH:35]([CH3:37])[CH3:38])[H:36],-12.52,46.99
0,8936,[CH3:1][CH2:2][CH2:3][CH2:4][Sn:5]([CH2:6][CH2:9][CH2:10][CH3:11])([CH2:7][CH2:12][CH2:13][CH3:14])[c:8]1[cH:15][cH:17][cH:18][cH:19][n:16]1.[O:20]=[N+:21]([O-:22])[c:23]1[cH:24][cH:26][cH:27][cH:28][c:25]1[I:29]>>[CH3:1][CH2:2][CH2:3][CH2:4][Sn:5]([CH2:6][CH2:9][CH2:10][CH3:11])([CH2:7][CH2:12][CH2:13][CH3:14])[I:29].[c:8]1(-[c:25]2[c:23]([N+:21](=[O:20])[O-:22])[cH:24][cH:26][cH:27][cH:28]2)[cH:15][cH:17][cH:18][cH:19][n:16]1,-37.13,47.79
0,24706,[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[H:3].[O:8]=[c:9]1[nH:10][cH:12][c:13]([I:14])[c:15](=[O:16])[nH:11]1>>[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[c:13]1[cH:12][nH:10][c:9](=[O:8])[nH:11][c:15]1=[O:16].[H:3][I:14],-21.66,49.28
0,27831_rev,[CH3:1][CH2:2][N:14]1[c:12]2[cH:11][cH:9][c:8]([C:6]([O:5][CH3:4])=[O:7])[cH:10][c:13]2[O:15][CH:16]([CH3:17])[C:18]1=[O:19].[I:3][H:20]>>[CH3:1][CH2:2][I:3].[CH3:4][O:5][C:6](=[O:7])[c:8]1[cH:9][cH:11][c:12]2[c:13]([cH:10]1)[O:15][CH:16]([CH3:17])[C:18](=[O:19])[N:14]2[H:20],-14.81,49.38
0,37487_rev,[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH:6]1[CH2:7][N:9]([c:10]2[cH:12][cH:14][c:15]([H:21])[c:17]([F:18])[cH:13]2)[C:11](=[O:19])[O:8]1.[I:16][H:20]>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][CH:6]1[CH2:7][N:9]([c:10]2[cH:12][cH:14][c:15]([I:16])[c:17]([F:18])[cH:13]2)[C:11](=[O:19])[O:8]1.[H:20][H:21],-27.9,49.52
0,9619_rev,[CH3:1][CH2:2][N:18]1[C:15](=[O:17])[CH:14]2[c:8]3[c:6]([O:5][CH3:4])[cH:7][cH:9][c:10]([Br:11])[c:12]3[CH2:13][CH2:22][CH:16]2[C:20]1=[O:21].[I:3][H:19]>>[CH3:1][CH2:2][I:3].[CH3:4][O:5][c:6]1[cH:7][cH:9][c:10]([Br:11])[c:12]2[c:8]1[CH:14]1[C:15](=[O:17])[N:18]([H:19])[C:20](=[O:21])[CH:16]1[CH2:22][CH2:13]2,-18.16,49.69
0,12247_rev,[CH3:1][c:2]1[cH:3][n:5][c:6]([F:7])[cH:8][c:4]1[NH:20][c:16]1[c:14]([C:12]([NH:11][CH3:10])=[O:13])[cH:15][cH:17][cH:18][cH:19]1.[I:9][H:21]>>[CH3:10][NH:11][C:12](=[O:13])[c:14]1[cH:15][cH:17][cH:18][cH:19][c:16]1[NH:20][H:21].[CH3:1][c:2]1[cH:3][n:5][c:6]([F:7])[cH:8][c:4]1[I:9],-34.42,50.05
0,33206_rev,[C:1](#[C:2][CH:4]([CH3:5])[CH3:6])[c:10]1[c:8]([NH2:7])[cH:9][cH:11][cH:12][cH:13]1.[H:3][I:14]>>[C:1](#[C:2][CH:4]([CH3:5])[CH3:6])[H:3].[NH2:7][c:8]1[cH:9][cH:11][cH:12][cH:13][c:10]1[I:14],-19.65,50.2
0,13187,[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][c:8]([N:9]2[CH2:11][CH2:13][N:14]([CH3:15])[CH2:16][CH2:12]2)[cH:10][cH:17][c:7]1[NH:18][H:19].[Cl:20][c:21]1[cH:22][c:24]([I:25])[c:26]([Cl:27])[cH:28][n:23]1>>[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][c:8]([N:9]2[CH2:11][CH2:13][N:14]([CH3:15])[CH2:16][CH2:12]2)[cH:10][cH:17][c:7]1[NH:18][c:24]1[cH:22][c:21]([Cl:20])[n:23][cH:28][c:26]1[Cl:27].[H:19][I:25],-18.18,50.73
0,8664_rev,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH2:9])[n:10][cH:6]1)[c:26]1[c:25]2[n:15]([c:13]([CH2:12][CH3:11])[cH:14][c:16](-[c:17]3[cH:19][cH:21][c:22]([Cl:23])[cH:24][cH:20]3)[n:18]2)[n:29][cH:28]1.[H:3][I:27]>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH2:9])[n:10][cH:6]1)[H:3].[CH3:11][CH2:12][c:13]1[cH:14][c:16](-[c:17]2[cH:19][cH:21][c:22]([Cl:23])[cH:24][cH:20]2)[n:18][c:25]2[n:15]1[n:29][cH:28][c:26]2[I:27],-23.23,50.92
0,9392_rev,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([O:9][CH:11]([F:12])[F:13])[cH:10][cH:6]1)[c:15]1[cH:16][cH:18][cH:19][n:20][cH:17]1.[H:3][I:14]>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([O:9][CH:11]([F:12])[F:13])[cH:10][cH:6]1)[H:3].[I:14][c:15]1[cH:16][cH:18][cH:19][n:20][cH:17]1,-25.2,50.98
0,28330,[CH3:1][c:2]1[c:3]([O:5][CH2:7][C:8]([F:9])([F:10])[F:11])[cH:6][cH:12][n:13][c:4]1[CH2:14][S:15](=[O:16])[c:17]1[n:18][c:20]2[cH:21][cH:23][cH:24][cH:25][c:22]2[n:19]1[H:26].[CH3:27][CH:28]([CH3:29])[O:30][C:31](=[O:32])[O:33][CH:34]([CH3:35])[I:36]>>[CH3:1][c:2]1[c:3]([O:5][CH2:7][C:8]([F:9])([F:10])[F:11])[cH:6][cH:12][n:13][c:4]1[CH2:14][S:15](=[O:16])[c:17]1[n:18][c:20]2[cH:21][cH:23][cH:24][cH:25][c:22]2[n:19]1[CH:34]([O:33][C:31]([O:30][CH:28]([CH3:27])[CH3:29])=[O:32])[CH3:35].[H:26][I:36],-29.09,51.2
0,37441,[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[H:3].[O:8]=[c:9]1[nH:10][cH:12][c:13]([I:14])[c:15](=[O:16])[nH:11]1>>[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[c:13]1[cH:12][nH:10][c:9](=[O:8])[nH:11][c:15]1=[O:16].[H:3][I:14],-21.67,51.53
0,6710_rev,[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][C:11]([CH3:12])=[O:13])[n:10][cH:6]1)[c:25]1[cH:21][c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][cH:22][c:23]1[CH3:24].[H:3][I:26]>>[C:1](#[C:2][c:4]1[cH:5][cH:7][c:8]([NH:9][C:11]([CH3:12])=[O:13])[n:10][cH:6]1)[H:3].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][cH:22][c:23]([CH3:24])[c:25]([I:26])[cH:21]1,-9.12,51.79
0,14682_rev,[CH3:1][CH2:2][S:17][CH2:16][CH:14]([C:11]([N:10]([CH2:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:12]1[CH2:19][CH2:21][CH2:22][CH2:20]1)=[O:13])[CH3:15].[I:3][H:18]>>[CH3:1][CH2:2][I:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH2:9][N:10]([C:11](=[O:13])[CH:14]([CH3:15])[CH2:16][S:17][H:18])[CH:12]1[CH2:19][CH2:21][CH2:22][CH2:20]1,-13.3,51.91
0,12036_rev,[CH3:1][O:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:10][cH:11][cH:12][c:9]1-[n:19]1[c:18]2[cH:17][cH:15][cH:14][cH:16][c:20]2[cH:23][cH:22]1.[I:13][H:21]>>[CH3:1][O:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:10][cH:11][cH:12][c:9]1[I:13].[cH:14]1[cH:15][cH:17][c:18]2[n:19]([H:21])[cH:22][cH:23][c:20]2[cH:16]1,-31.34,52.04
0,19563_rev,[H:1][CH2:15][CH:14]1[O:12][CH:10]([n:9]2[c:7](=[O:8])[nH:5][c:4](=[O:3])[c:6]([F:20])[cH:11]2)[CH:13]([OH:19])[CH:16]1[OH:18].[H:2][I:17]>>[H:1][H:2].[O:3]=[c:4]1[nH:5][c:7](=[O:8])[n:9]([CH:10]2[O:12][CH:14]([CH2:15][I:17])[CH:16]([OH:18])[CH:13]2[OH:19])[cH:11][c:6]1[F:20],-27.63,52.4
0,24915_rev,[CH3:1][c:2]1[c:3]([CH:32]=[CH:33][C:35](=[O:36])[O:37][CH3:38])[cH:6][c:7]([C:8](=[O:10])[NH:11][CH2:12][c:13]2[cH:14][c:16]([CH:17]3[CH2:19][CH2:20]3)[n:18][o:15]2)[c:9](=[O:21])[n:4]1-[c:22]1[cH:23][cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:24]1.[I:5][H:34]>>[CH3:1][c:2]1[c:3]([I:5])[cH:6][c:7]([C:8](=[O:10])[NH:11][CH2:12][c:13]2[cH:14][c:16]([CH:17]3[CH2:19][CH2:20]3)[n:18][o:15]2)[c:9](=[O:21])[n:4]1-[c:22]1[cH:23][cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:24]1.[CH:32](=[CH:33][C:35](=[O:36])[O:37][CH3:38])[H:34],-14.0,52.91
0,34547_rev,[CH3:1][N:2]([CH3:3])[H:19].[CH:4](=[O:5])[c:13]1[c:11]([O:10][C:7]([F:6])([F:8])[F:9])[cH:12][c:14]([Br:15])[cH:16][cH:17]1.[I:18][H:20]>>[CH3:1][N:2]([CH3:3])[CH:4]=[O:5].[F:6][C:7]([F:8])([F:9])[O:10][c:11]1[cH:12][c:14]([Br:15])[cH:16][cH:17][c:13]1[I:18].[H:19][H:20],-9.61,53.11
0,7698,[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[H:3].[CH3:8][C:9]1([CH3:10])[CH2:11][C:13](=[O:14])[c:15]2[cH:16][c:18]([O:19][S:21](=[O:22])(=[O:23])[C:24]([F:25])([F:26])[F:27])[c:20]([F:28])[cH:29][c:17]2[S:12]1>>[C:1](#[C:2][Si:4]([CH3:5])([CH3:6])[CH3:7])[c:18]1[cH:16][c:15]2[c:17]([cH:29][c:20]1[F:28])[S:12][C:9]([CH3:8])([CH3:10])[CH2:11][C:13]2=[O:14].[H:3][O:19][S:21](=[O:22])(=[O:23])[C:24]([F:25])([F:26])[F:27],-12.86,53.27
