cluster_id,R_id,smart,dE,raw_fwd,raw_bwd,adj_fwd,adj_bwd,note
64,26630,[CH3:1][c:2]1[cH:3][cH:5][c:6]([CH2:7][N:9]2[CH2:10][CH2:12][CH:13]([N:14]3[CH2:15][CH2:17][CH:18]([c:19]4[cH:21][cH:23][c:24]([O:25][CH2:27][c:28]5[cH:29][cH:31][cH:32][cH:33][cH:30]5)[cH:26][cH:22]4)[CH:20]([F:34])[CH2:16]3)[C:11]2=[O:35])[cH:8][cH:4]1.[I:36][H:37]>>[CH2:27]([c:28]1[cH:29][cH:31][cH:32][cH:33][cH:30]1)[I:36].[CH3:1][c:2]1[cH:3][cH:5][c:6]([CH2:7][N:9]2[CH2:10][CH2:12][CH:13]([N:14]3[CH2:15][CH2:17][CH:18]([c:19]4[cH:21][cH:23][c:24]([O:25][H:37])[cH:26][cH:22]4)[CH:20]([F:34])[CH2:16]3)[C:11]2=[O:35])[cH:8][cH:4]1,5.66,134.66,171.96,177.62,171.96,Success
69,20984,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[c:7]([OH:9])[c:10]2[n:11][cH:13][c:14]([CH2:15][c:17]3[cH:18][cH:20][c:21]([F:22])[cH:23][cH:19]3)[cH:16][c:12]2[n:24]([CH3:25])[c:8]1=[O:26].[CH3:27][NH:28][C:29](=[S:30])[NH:31][CH2:32][CH2:33][NH:34][H:35]>>[C:4](=[O:5])([c:6]1[c:7]([OH:9])[c:10]2[n:11][cH:13][c:14]([CH2:15][c:17]3[cH:18][cH:20][c:21]([F:22])[cH:23][cH:19]3)[cH:16][c:12]2[n:24]([CH3:25])[c:8]1=[O:26])[NH:34][CH2:33][CH2:32][NH:31][C:29]([NH:28][CH3:27])=[S:30].[CH3:1][CH2:2][O:3][H:35],14.49,51.50,35.89,50.38,35.89,Success
79,31389,[O:1]=[C:2]1[c:3]2[cH:5][cH:7][cH:8][cH:9][c:6]2[C:10](=[O:11])[N:4]1[CH2:12][CH2:13][CH2:14][CH2:15][N:16]([CH2:17][c:19]1[n:20][c:22]2[c:23]([F:25])[cH:26][cH:27][cH:28][c:24]2[nH:21]1)[CH:18]1[CH2:29][CH2:31][CH2:32][c:33]2[c:30]1[n:37][cH:36][cH:35][cH:34]2.[OH:38][H:39].[OH:40][H:41]>>[N:4]([CH2:12][CH2:13][CH2:14][CH2:15][N:16]([CH2:17][c:19]1[n:20][c:22]2[c:23]([F:25])[cH:26][cH:27][cH:28][c:24]2[nH:21]1)[CH:18]1[CH2:29][CH2:31][CH2:32][c:33]2[c:30]1[n:37][cH:36][cH:35][cH:34]2)([H:39])[H:41].[O:1]=[C:2]([c:3]1[cH:5][cH:7][cH:8][cH:9][c:6]1[C:10](=[O:11])[OH:38])[OH:40],,,,,,Calc Error
81,29371,[CH3:1][CH2:2][O:3][CH2:4][CH2:5][n:6]1[c:7]([CH2:9][N:11]2[CH2:12][CH2:14][N:15]([CH2:16][c:18]3[cH:19][cH:21][cH:22][cH:23][cH:20]3)[CH2:17][CH2:13]2)[n:10][c:24]2[c:8]1[cH:28][cH:27][cH:26][n:25]2.[OH:29][H:30]>>[CH2:16]([c:18]1[cH:19][cH:21][cH:22][cH:23][cH:20]1)[OH:29].[CH3:1][CH2:2][O:3][CH2:4][CH2:5][n:6]1[c:7]([CH2:9][N:11]2[CH2:12][CH2:14][N:15]([H:30])[CH2:17][CH2:13]2)[n:10][c:24]2[c:8]1[cH:28][cH:27][cH:26][n:25]2,13.82,0.00,0.00,13.82,0.00,Success
83,45154,[CH3:1][CH2:2][c:3]1[cH:4][cH:6][c:7]([N:8]=[C:10]=[O:11])[cH:9][cH:5]1.[NH:12]([c:13]1[cH:15][cH:17][c:18]([O:19][c:21]2[cH:22][cH:24][n:25][c:26](-[c:27]3[n:28][n:30][n:31][nH:29]3)[cH:23]2)[cH:20][cH:16]1)[H:14]>>[CH3:1][CH2:2][c:3]1[cH:4][cH:6][c:7]([N:8]([C:10](=[O:11])[NH:12][c:13]2[cH:15][cH:17][c:18]([O:19][c:21]3[cH:22][cH:24][n:25][c:26](-[c:27]4[n:28][n:30][n:31][nH:29]4)[cH:23]3)[cH:20][cH:16]2)[H:14])[cH:9][cH:5]1,-16.47,131.14,159.90,131.14,147.61,Success
84,15346,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][n:9][c:10]([CH2:11][c:13]2[cH:14][cH:16][c:17]([NH:18][H:20])[cH:19][cH:15]2)[n:12]2[c:8]1[n:23][cH:22][cH:21]2.[O:24]=[C:25]([Cl:26])[c:27]1[cH:28][cH:30][c:31]([C:32]([F:34])([F:35])[F:36])[cH:33][cH:29]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][n:9][c:10]([CH2:11][c:13]2[cH:14][cH:16][c:17]([NH:18][C:25](=[O:24])[c:27]3[cH:28][cH:30][c:31]([C:32]([F:34])([F:35])[F:36])[cH:33][cH:29]3)[cH:19][cH:15]2)[n:12]2[c:8]1[n:23][cH:22][cH:21]2.[H:20][Cl:26],-20.91,0.00,0.00,0.00,20.91,Success
87,19779,[CH3:1][c:2]1[cH:3][cH:5][c:6]([S:7](=[O:9])(=[O:10])[Cl:11])[cH:8][cH:4]1.[NH:12]([c:13]1[cH:15][cH:17][cH:18][cH:19][cH:16]1)[H:14]>>[CH3:1][c:2]1[cH:3][cH:5][c:6]([S:7](=[O:9])(=[O:10])[NH:12][c:13]2[cH:15][cH:17][cH:18][cH:19][cH:16]2)[cH:8][cH:4]1.[Cl:11][H:14],-4.96,18.08,54.09,18.08,23.04,Success
86,30221,[CH3:1][C:2](=[O:3])[Cl:4].[CH3:5][CH2:6][n:7]1[c:8](-[c:10]2[cH:12][cH:14][c:15]([NH:16][H:18])[cH:17][cH:13]2)[c:11]([C:19]#[N:21])[c:20]2[c:9]1[cH:26][c:24]([O:25][CH3:27])[cH:23][cH:22]2>>[CH3:1][C:2](=[O:3])[NH:16][c:15]1[cH:14][cH:12][c:10](-[c:8]2[n:7]([CH2:6][CH3:5])[c:9]3[c:20]([c:11]2[C:19]#[N:21])[cH:22][cH:23][c:24]([O:25][CH3:27])[cH:26]3)[cH:13][cH:17]1.[Cl:4][H:18],-16.91,30.10,45.92,30.10,47.01,Success
89,19552,[NH:1]([c:2]1[cH:4][cH:6][c:7]([C:8](=[O:10])[OH:11])[cH:9][cH:5]1)[H:3].[O:12]=[C:13]([Cl:14])[O:15][CH2:16][c:17]1[cH:18][cH:20][cH:21][cH:22][cH:19]1>>[H:3][Cl:14].[NH:1]([c:2]1[cH:4][cH:6][c:7]([C:8](=[O:10])[OH:11])[cH:9][cH:5]1)[C:13](=[O:12])[O:15][CH2:16][c:17]1[cH:18][cH:20][cH:21][cH:22][cH:19]1,0.00,31.68,4.53,31.68,31.68,Success
82,31400,[CH3:1][C:2](=[O:3])[O:4][C:5]([CH3:6])=[O:7].[NH:8]([c:9]1[cH:11][cH:13][c:14](-[c:15]2[n:17][c:19]3[c:20]([C:22](=[O:24])[NH:25][CH:26]4[CH2:27][N:29]5[CH2:30][CH2:32][CH:28]4[CH2:33][CH2:31]5)[cH:23][cH:34][cH:35][c:21]3[o:18]2)[cH:16][cH:12]1)[H:10]>>[CH3:1][C:2](=[O:3])[NH:8][c:9]1[cH:11][cH:13][c:14](-[c:15]2[n:17][c:19]3[c:20]([C:22](=[O:24])[NH:25][CH:26]4[CH2:27][N:29]5[CH2:30][CH2:32][CH:28]4[CH2:33][CH2:31]5)[cH:23][cH:34][cH:35][c:21]3[o:18]2)[cH:16][cH:12]1.[O:4]([C:5]([CH3:6])=[O:7])[H:10],-4.68,36.59,32.40,36.59,41.27,Success
90,43405,[CH3:1][c:2]1[cH:3][n:5][c:6]([Cl:7])[n:8][c:4]1[NH:9][c:10]1[cH:11][cH:13][cH:14][cH:15][cH:12]1.[NH:16]([c:17]1[cH:19][cH:21][c:22]([C:23](=[O:25])[NH:26][CH2:27][CH2:28][CH2:29][n:30]2[cH:31][cH:33][n:34][cH:32]2)[cH:24][cH:20]1)[H:18]>>[CH3:1][c:2]1[cH:3][n:5][c:6]([NH:16][c:17]2[cH:19][cH:21][c:22]([C:23](=[O:25])[NH:26][CH2:27][CH2:28][CH2:29][n:30]3[cH:31][cH:33][n:34][cH:32]3)[cH:24][cH:20]2)[n:8][c:4]1[NH:9][c:10]1[cH:11][cH:13][cH:14][cH:15][cH:12]1.[Cl:7][H:18],-109.44,58.10,252.41,58.10,167.54,Success
77,16193,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:9][c:10]([NH:11][C:13](=[O:14])[c:15]2[cH:16][cH:18][c:19]3[c:20]([cH:17]2)[N:22]([S:23](=[O:25])(=[O:26])[c:27]2[cH:28][c:30]([Cl:31])[cH:32][cH:33][c:29]2[O:34][CH3:35])[CH2:24][CH2:36][NH:21]3)[cH:12][cH:8]1.[OH:37][H:38]>>[C:4](=[O:5])([c:6]1[cH:7][cH:9][c:10]([NH:11][C:13](=[O:14])[c:15]2[cH:16][cH:18][c:19]3[c:20]([cH:17]2)[N:22]([S:23](=[O:25])(=[O:26])[c:27]2[cH:28][c:30]([Cl:31])[cH:32][cH:33][c:29]2[O:34][CH3:35])[CH2:24][CH2:36][NH:21]3)[cH:12][cH:8]1)[OH:37].[CH3:1][CH2:2][O:3][H:38],39.26,35.21,12.59,51.85,12.59,Success
91,3688,[Cl:1][c:2]1[n:3][c:5]([NH:6][CH:8]2[CH2:9][CH2:10]2)[n:7][c:11]([NH:12][CH:13]2[CH2:14][CH2:15]2)[n:4]1.[NH:16]([CH:17]1[CH2:19][CH2:20]1)[H:18]>>[Cl:1][H:18].[c:2]1([NH:16][CH:17]2[CH2:19][CH2:20]2)[n:3][c:5]([NH:6][CH:8]2[CH2:9][CH2:10]2)[n:7][c:11]([NH:12][CH:13]2[CH2:14][CH2:15]2)[n:4]1,0.00,23.17,0.00,23.17,23.17,Success
96,45546,[O:1]=[C:2]([Cl:3])[c:4]1[cH:5][cH:7][cH:8][cH:9][cH:6]1.[OH:10][CH2:11][CH2:12][CH2:13][CH2:14][O:15][H:16]>>[Cl:3][H:16].[O:1]=[C:2]([c:4]1[cH:5][cH:7][cH:8][cH:9][cH:6]1)[O:15][CH2:14][CH2:13][CH2:12][CH2:11][OH:10],-17.69,22.15,52.59,22.15,39.84,Success
95,39114,[CH3:1][CH2:2][c:3]1[s:4][c:6]([C:7](=[O:9])[CH2:10][CH2:11][c:12]2[cH:13][c:15]([CH3:16])[c:17]([O:18][CH2:20][CH2:21][O:22][H:23])[c:19]([CH3:24])[cH:14]2)[c:8]2[c:5]1[CH2:26][C:27]([CH3:28])([CH3:29])[CH2:30][CH2:25]2.[CH3:31][S:32](=[O:33])(=[O:34])[Cl:35]>>[CH3:1][CH2:2][c:3]1[s:4][c:6]([C:7](=[O:9])[CH2:10][CH2:11][c:12]2[cH:13][c:15]([CH3:16])[c:17]([O:18][CH2:20][CH2:21][O:22][S:32]([CH3:31])(=[O:33])=[O:34])[c:19]([CH3:24])[cH:14]2)[c:8]2[c:5]1[CH2:26][C:27]([CH3:28])([CH3:29])[CH2:30][CH2:25]2.[H:23][Cl:35],-15.96,0.00,0.00,0.00,15.96,Success
78,29979,[CH2:1]=[CH:2][c:3]1[cH:4][c:6]([C:7](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[c:8]([F:15])[cH:16][c:5]1[O:17][CH2:18][C:19]12[CH2:20][CH:23]3[CH2:24][CH:26]([CH2:22]1)[CH2:27][CH:28]([CH2:21]2)[CH2:25]3.[OH:29][H:30]>>[CH2:1]=[CH:2][c:3]1[cH:4][c:6]([C:7](=[O:9])[OH:29])[c:8]([F:15])[cH:16][c:5]1[O:17][CH2:18][C:19]12[CH2:20][CH:23]3[CH2:24][CH:26]([CH2:22]1)[CH2:27][CH:28]([CH2:21]2)[CH2:25]3.[O:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[H:30],-37.93,17.07,26.34,17.07,55.00,Success
85,18613,[CH3:1][N:2]([CH3:3])[CH2:4][C:5](=[O:6])[N:7]1[CH2:8][CH2:10][CH:11]([O:12][c:14]2[cH:15][cH:17][c:18]3[n:19][cH:21][n:22][c:23]([Cl:24])[c:20]3[cH:16]2)[CH2:13][CH2:9]1.[NH:25]([c:26]1[cH:28][cH:30][c:31]([OH:32])[cH:33][cH:29]1)[H:27]>>[CH3:1][N:2]([CH3:3])[CH2:4][C:5](=[O:6])[N:7]1[CH2:8][CH2:10][CH:11]([O:12][c:14]2[cH:15][cH:17][c:18]3[n:19][cH:21][n:22][c:23]([NH:25][c:26]4[cH:28][cH:30][c:31]([OH:32])[cH:33][cH:29]4)[c:20]3[cH:16]2)[CH2:13][CH2:9]1.[Cl:24][H:27],,,,,,Calc Error
98,7897,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:9][c:10]([O:11][H:13])[cH:12][cH:8]1.[Cl:14][CH2:15][c:16]1[cH:17][cH:19][cH:20][cH:21][cH:18]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:9][c:10]([O:11][CH2:15][c:16]2[cH:17][cH:19][cH:20][cH:21][cH:18]2)[cH:12][cH:8]1.[H:13][Cl:14],-2.18,13.47,26.26,13.47,15.65,Success
75,23806,[CH3:1][C:2](=[O:3])[O:4][c:5]1[cH:6][cH:8][c:9]([CH:10]([CH3:12])[O:13][N:14]2[C:15]([CH3:17])([CH3:18])[CH2:19][C:20]3([CH2:21][C:16]2([CH3:24])[CH3:25])[O:22][CH2:26][C:27]([CH3:28])([CH3:29])[CH2:30][O:23]3)[cH:11][cH:7]1.[OH:31][H:32]>>[CH3:1][C:2](=[O:3])[OH:31].[O:4]([c:5]1[cH:6][cH:8][c:9]([CH:10]([CH3:12])[O:13][N:14]2[C:15]([CH3:17])([CH3:18])[CH2:19][C:20]3([CH2:21][C:16]2([CH3:24])[CH3:25])[O:22][CH2:26][C:27]([CH3:28])([CH3:29])[CH2:30][O:23]3)[cH:11][cH:7]1)[H:32],-32.72,24.40,19.07,24.40,57.12,Success
100,49237,[Cl:1][c:2]1[cH:3][cH:5][c:6]2[c:7]([cH:4]1)[N:9]=[C:10]([N:11]1[CH2:13][CH2:15][N:16]([H:17])[CH2:18][CH2:14]1)[c:12]1[cH:19][cH:21][cH:22][cH:23][c:20]1[NH:8]2.[O:24]=[C:25]([Cl:26])[O:27][CH2:28][c:29]1[cH:30][cH:32][c:33]([N+:34](=[O:36])[O-:37])[cH:35][cH:31]1>>[Cl:1][c:2]1[cH:3][cH:5][c:6]2[c:7]([cH:4]1)[N:9]=[C:10]([N:11]1[CH2:13][CH2:15][N:16]([C:25](=[O:24])[O:27][CH2:28][c:29]3[cH:30][cH:32][c:33]([N+:34](=[O:36])[O-:37])[cH:35][cH:31]3)[CH2:18][CH2:14]1)[c:12]1[cH:19][cH:21][cH:22][cH:23][c:20]1[NH:8]2.[H:17][Cl:26],-31.79,0.00,0.00,0.00,31.79,Success
80,6463,[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][CH2:6][CH2:7][C:8]([CH3:9])([CH2:10][CH2:12][O:13][Si:14]([CH3:15])([CH3:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[CH:11]1[CH2:21][CH2:23][CH:24]2[C:22]1([CH3:37])[CH2:36][CH2:35][CH2:27][CH:25]2[O:26][Si:28]([CH3:29])([CH3:30])[C:31]([CH3:32])([CH3:33])[CH3:34].[OH:38][H:39]>>[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][CH2:6][CH2:7][C:8]([CH3:9])([CH2:10][CH2:12][O:13][H:39])[CH:11]1[CH2:21][CH2:23][CH:24]2[C:22]1([CH3:37])[CH2:36][CH2:35][CH2:27][CH:25]2[O:26][Si:28]([CH3:29])([CH3:30])[C:31]([CH3:32])([CH3:33])[CH3:34].[Si:14]([CH3:15])([CH3:16])([C:17]([CH3:18])([CH3:19])[CH3:20])[OH:38],-25.22,50.34,78.91,50.34,75.56,Success
102,49657,[F:1][c:2]1[cH:3][cH:5][c:6]([CH2:7][Cl:9])[cH:8][cH:4]1.[OH:10][CH2:11][CH2:12][N:13]1[CH2:14][CH2:16][N:17]([H:18])[CH2:19][CH2:15]1>>[Cl:9][H:18].[F:1][c:2]1[cH:3][cH:5][c:6]([CH2:7][N:17]2[CH2:16][CH2:14][N:13]([CH2:12][CH2:11][OH:10])[CH2:15][CH2:19]2)[cH:8][cH:4]1,-3.42,24.17,30.65,24.17,27.59,Success
92,4300,[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[Cl:6].[CH3:7][CH2:8][CH2:9][N:10]([CH2:11][CH2:13][CH3:14])[CH2:12][CH2:15][c:16]1[cH:17][cH:19][c:20]([NH:21][H:23])[c:22]([O:24][CH2:25][c:26]2[cH:27][cH:29][cH:30][cH:31][cH:28]2)[cH:18]1>>[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[NH:21][c:20]1[cH:19][cH:17][c:16]([CH2:15][CH2:12][N:10]([CH2:9][CH2:8][CH3:7])[CH2:11][CH2:13][CH3:14])[cH:18][c:22]1[O:24][CH2:25][c:26]1[cH:27][cH:29][cH:30][cH:31][cH:28]1.[Cl:6][H:23],-20.25,49.55,66.81,49.55,69.80,Success
88,3246,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[Cl:7].[CH3:8][CH2:9][O:10][C:11](=[O:12])[CH2:13][c:14]1[cH:15][cH:17][c:18]([O:19][CH3:21])[c:20]([O:22][c:23]2[cH:24][cH:26][c:27]([NH:28][H:30])[cH:29][c:25]2[CH2:31][S:32][CH:33]([CH3:34])[CH3:35])[cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[NH:28][c:27]1[cH:26][cH:24][c:23]([O:22][c:20]2[cH:16][c:14]([CH2:13][C:11]([O:10][CH2:9][CH3:8])=[O:12])[cH:15][cH:17][c:18]2[O:19][CH3:21])[c:25]([CH2:31][S:32][CH:33]([CH3:34])[CH3:35])[cH:29]1.[Cl:7][H:30],-17.72,0.00,0.00,0.00,17.72,Success
97,8698,[CH3:1][O:2][c:3]1[cH:4][c:6]2[n:7][cH:9][cH:10][c:11]([Cl:12])[c:8]2[cH:13][c:5]1[O:14][CH3:15].[NH2:16][c:17]1[cH:18][cH:20][c:21]([O:22][H:24])[cH:23][cH:19]1>>[CH3:1][O:2][c:3]1[cH:4][c:6]2[n:7][cH:9][cH:10][c:11]([O:22][c:21]3[cH:20][cH:18][c:17]([NH2:16])[cH:19][cH:23]3)[c:8]2[cH:13][c:5]1[O:14][CH3:15].[Cl:12][H:24],0.00,25.06,6.03,25.06,25.06,Success
105,22538,[CH3:1][CH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:8][CH2:9][CH3:10])[CH2:7][CH2:11][CH2:12][O:13][c:14]1[cH:15][cH:17][c:18]([C:19](=[O:21])[Cl:22])[cH:20][cH:16]1.[CH3:23][N:24]([CH3:25])[H:26]>>[CH3:1][CH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:8][CH2:9][CH3:10])[CH2:7][CH2:11][CH2:12][O:13][c:14]1[cH:15][cH:17][c:18]([C:19](=[O:21])[N:24]([CH3:23])[CH3:25])[cH:20][cH:16]1.[Cl:22][H:26],-24.48,126.42,252.10,126.42,150.90,Success
101,48978,[CH2:1]1[CH2:2][N:4]([H:5])[CH2:6][CH2:7][NH:3]1.[CH3:8][CH:9]([CH3:10])[c:11]1[nH:12][n:14](-[c:15]2[c:17]([Cl:19])[cH:20][c:21]([Cl:22])[cH:23][c:18]2[Cl:24])[c:16]2[n:25][c:26]([CH2:27][c:29]3[cH:30][cH:32][c:33]([NH:34][C:36](=[O:37])[CH2:38][Cl:39])[cH:35][cH:31]3)[n:28][c:40](=[O:41])[c:13]1-2>>[CH2:1]1[CH2:2][N:4]([CH2:38][C:36]([NH:34][c:33]2[cH:32][cH:30][c:29]([CH2:27][c:26]3[n:25][c:16]4[n:14](-[c:15]5[c:17]([Cl:19])[cH:20][c:21]([Cl:22])[cH:23][c:18]5[Cl:24])[nH:12][c:11]([CH:9]([CH3:8])[CH3:10])[c:13]-4[c:40](=[O:41])[n:28]3)[cH:31][cH:35]2)=[O:37])[CH2:6][CH2:7][NH:3]1.[H:5][Cl:39],-11.55,139.09,140.64,139.09,150.64,Success
104,43937,[O:1]=[C:2]([CH2:3][CH2:5][c:6]1[c:7](-[c:9]2[cH:11][cH:13][c:14]([Cl:15])[cH:16][cH:12]2)[nH:10][c:17]2[c:8]1[cH:22][c:20]([Cl:21])[cH:19][cH:18]2)[N:4]1[CH2:23][CH2:25][N:26]([H:27])[CH2:28][CH2:24]1.[O:29]=[C:30]([Cl:31])[c:32]1[cH:33][cH:35][cH:36][cH:37][cH:34]1>>[H:27][Cl:31].[O:1]=[C:2]([CH2:3][CH2:5][c:6]1[c:7](-[c:9]2[cH:11][cH:13][c:14]([Cl:15])[cH:16][cH:12]2)[nH:10][c:17]2[c:8]1[cH:22][c:20]([Cl:21])[cH:19][cH:18]2)[N:4]1[CH2:23][CH2:25][N:26]([C:30](=[O:29])[c:32]2[cH:33][cH:35][cH:36][cH:37][cH:34]2)[CH2:28][CH2:24]1,-48.36,208.00,300.18,208.00,256.36,Success
99,36622,[CH3:1][CH2:2][n:3]1[cH:4][cH:6][c:7]2[c:5]1[cH:12][c:10]([NH:11][C:13](=[O:14])[c:15]1[cH:16][cH:18][c:19]([Cl:20])[n:21][cH:17]1)[cH:9][cH:8]2.[O:22]=[C:23]([O:24][CH2:26][c:27]1[cH:28][cH:30][cH:31][cH:32][cH:29]1)[c:25]1[cH:33][cH:35][c:36]([N:37]2[CH2:39][CH2:41][N:42]([H:43])[CH2:44][CH2:40]2)[cH:38][cH:34]1>>[CH3:1][CH2:2][n:3]1[cH:4][cH:6][c:7]2[c:5]1[cH:12][c:10]([NH:11][C:13](=[O:14])[c:15]1[cH:16][cH:18][c:19]([N:42]3[CH2:41][CH2:39][N:37]([c:36]4[cH:35][cH:33][c:25]([C:23](=[O:22])[O:24][CH2:26][c:27]5[cH:28][cH:30][cH:31][cH:32][cH:29]5)[cH:34][cH:38]4)[CH2:40][CH2:44]3)[n:21][cH:17]1)[cH:9][cH:8]2.[Cl:20][H:43],-16.43,45.35,80.68,45.35,61.78,Success
103,29709,[CH2:1]1[CH2:2][CH2:4][N:5]([H:6])[CH2:3]1.[CH2:7]=[CH:8][C:9]12[CH2:10][CH2:13][c:14]3[cH:15][c:17]([OH:18])[cH:19][cH:20][c:16]3[CH:11]1[CH:21]([CH2:22][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][Cl:29])[CH2:23][C:30]1([CH3:31])[CH:12]2[CH2:33][CH2:34][CH:32]1[OH:35]>>[CH2:1]1[CH2:2][CH2:4][N:5]([CH2:28][CH2:27][CH2:26][CH2:25][CH2:24][CH2:22][CH:21]2[CH:11]3[C:9]([CH:8]=[CH2:7])([CH2:10][CH2:13][c:14]4[cH:15][c:17]([OH:18])[cH:19][cH:20][c:16]43)[CH:12]3[C:30]([CH3:31])([CH2:23]2)[CH:32]([OH:35])[CH2:34][CH2:33]3)[CH2:3]1.[H:6][Cl:29],,,,,,Calc Error
94,32535,[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][NH:7][H:8].[O:9]=[C:10]([Cl:11])[c:12]1[cH:13][cH:15][c:16](-[n:17]2[n:19][c:21]3[c:22]4[cH:24][cH:26][cH:27][cH:28][c:25]4[nH:29][c:30]([CH:31]4[CH2:32][CH2:33]4)[c:23]-3[c:20]2=[O:34])[cH:18][cH:14]1>>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][NH:7][C:10](=[O:9])[c:12]1[cH:13][cH:15][c:16](-[n:17]2[n:19][c:21]3[c:22]4[cH:24][cH:26][cH:27][cH:28][c:25]4[nH:29][c:30]([CH:31]4[CH2:32][CH2:33]4)[c:23]-3[c:20]2=[O:34])[cH:18][cH:14]1.[H:8][Cl:11],,,,,,Calc Error
