cluster_id,R_id,smart,dE,raw_fwd,raw_bwd,adj_fwd,adj_bwd,note
34,24019,[CH3:1][c:2]1[cH:3][c:5]([C:6]#[C:8][CH2:9][N:10]2[CH2:11][CH2:13][N:14]([CH3:15])[CH2:16][CH2:12]2)[cH:7][c:17]2[c:4]1[C:19](=[O:20])[N:21]([CH2:22][c:23]1[cH:24][cH:26][c:27]([O:28][C:30]([F:31])([F:32])[F:33])[cH:29][cH:25]1)[CH2:18]2.[H:34][H:35].[H:36][H:37]>>[CH3:1][c:2]1[cH:3][c:5]([C:6]([C:8]([CH2:9][N:10]2[CH2:11][CH2:13][N:14]([CH3:15])[CH2:16][CH2:12]2)([H:35])[H:37])([H:34])[H:36])[cH:7][c:17]2[c:4]1[C:19](=[O:20])[N:21]([CH2:22][c:23]1[cH:24][cH:26][c:27]([O:28][C:30]([F:31])([F:32])[F:33])[cH:29][cH:25]1)[CH2:18]2,-14.02,51.20,21.29,51.20,65.22,Success
34,37857,[CH3:1][O:2][CH2:3][CH:4]([CH2:5][CH:7]=[O:8])[N:6]1[CH2:9][CH2:11][N:12]([c:13]2[cH:15][cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:16]2)[CH2:14][CH2:24][C:10]1=[O:25].[CH3:26][CH:27]1[CH2:28][N:30]([H:31])[CH2:32][CH:33]([OH:34])[CH2:29]1.[H:35][H:36]>>[CH3:1][O:2][CH2:3][CH:4]([CH2:5][CH:7]([N:30]1[CH2:28][CH:27]([CH3:26])[CH2:29][CH:33]([OH:34])[CH2:32]1)[H:35])[N:6]1[CH2:9][CH2:11][N:12]([c:13]2[cH:15][cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:16]2)[CH2:14][CH2:24][C:10]1=[O:25].[O:8]([H:31])[H:36],,,,,,Calc Error
34,22947,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:8][c:9](-[c:10]2[cH:12][cH:14][cH:15][cH:16][cH:13]2)[cH:11][c:7]1[NH:17][C:18](=[O:19])[c:20]1[cH:21][c:23]([CH:24]2[CH2:26][CH2:28][N:29]([H:30])[CH2:31][CH2:27]2)[cH:25][cH:32][c:22]1[O:33][CH2:34][c:35]1[cH:36][cH:38][cH:39][cH:40][cH:37]1.[CH3:41][C:42]([CH3:43])([CH3:44])[Si:45]([CH3:46])([CH3:47])[O:48][CH2:49][CH:50]=[O:51].[H:52][H:53]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:8][c:9](-[c:10]2[cH:12][cH:14][cH:15][cH:16][cH:13]2)[cH:11][c:7]1[NH:17][C:18](=[O:19])[c:20]1[cH:21][c:23]([CH:24]2[CH2:26][CH2:28][N:29]([CH:50]([CH2:49][O:48][Si:45]([C:42]([CH3:41])([CH3:43])[CH3:44])([CH3:46])[CH3:47])[H:52])[CH2:31][CH2:27]2)[cH:25][cH:32][c:22]1[O:33][CH2:34][c:35]1[cH:36][cH:38][cH:39][cH:40][cH:37]1.[H:30][O:51][H:53],-48.65,0.00,0.00,0.00,48.65,Success
34,17760,[CH3:1][C:2]([CH3:3])([CH2:4][CH2:6][OH:7])[C:5](=[O:8])[N:9]([c:10]1[cH:12][cH:14][c:15]2[c:16]([cH:13]1)[nH:18][c:19]1[c:17]2[c:26]([Br:27])[cH:25][cH:22][c:20]1[C:21]([NH2:23])=[O:24])[H:11]>>[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:6][N:9]([c:10]2[cH:12][cH:14][c:15]3[c:16]([cH:13]2)[nH:18][c:19]2[c:17]3[c:26]([Br:27])[cH:25][cH:22][c:20]2[C:21]([NH2:23])=[O:24])[C:5]1=[O:8].[OH:7][H:11],-15.56,19.73,50.54,19.73,35.29,Success
34,9816,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]=[CH:11][C:12]2([CH2:13][CH2:10]1)[c:14]1[cH:16][cH:18][cH:19][cH:20][c:17]1[C:21](=[O:22])[N:15]2[CH2:23][c:24]1[cH:25][cH:27][cH:28][cH:29][cH:26]1.[H:30][H:31]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]([H:30])[CH:11]([H:31])[C:12]2([CH2:13][CH2:10]1)[c:14]1[cH:16][cH:18][cH:19][cH:20][c:17]1[C:21](=[O:22])[N:15]2[CH2:23][c:24]1[cH:25][cH:27][cH:28][cH:29][cH:26]1,-34.45,290.80,55.40,290.80,325.25,Success
34,29854,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][c:7]([CH2:8][CH2:10][CH:11]=[O:12])[n:9]([C:13]([CH3:14])([CH3:15])[CH3:16])[n:6]1.[H:17][H:18].[cH:19]1[cH:20][cH:22][c:23]([N:24]2[CH2:26][CH2:28][N:29]([H:30])[CH2:31][CH2:27]2)[cH:25][cH:21]1>>[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][c:7]([CH2:8][CH2:10][CH:11]([H:17])[N:29]2[CH2:28][CH2:26][N:24]([c:23]3[cH:22][cH:20][cH:19][cH:21][cH:25]3)[CH2:27][CH2:31]2)[n:9]([C:13]([CH3:14])([CH3:15])[CH3:16])[n:6]1.[O:12]([H:18])[H:30],-112.26,0.00,0.00,0.00,112.26,Success
34,23445,[CH3:1][CH:2]=[O:3].[H:4][H:5].[N:6]#[C:7][c:8]1[cH:9][n:11][c:12]2[c:13]([Cl:15])[cH:16][c:17]([NH:18][CH2:20][c:21]3[cH:22][n:24]([CH:25]4[CH2:27][CH2:29][N:30]([H:31])[CH2:32][CH2:28]4)[n:26][n:23]3)[cH:19][c:14]2[c:10]1[NH:33][c:34]1[cH:35][cH:37][c:38]([F:39])[c:40]([Cl:41])[cH:36]1>>[CH3:1][CH:2]([H:5])[N:30]1[CH2:29][CH2:27][CH:25]([n:24]2[cH:22][c:21]([CH2:20][NH:18][c:17]3[cH:16][c:13]([Cl:15])[c:12]4[n:11][cH:9][c:8]([C:7]#[N:6])[c:10]([NH:33][c:34]5[cH:35][cH:37][c:38]([F:39])[c:40]([Cl:41])[cH:36]5)[c:14]4[cH:19]3)[n:23][n:26]2)[CH2:28][CH2:32]1.[O:3]([H:4])[H:31],-33.27,118.63,43.67,118.63,151.90,Success
34,2208,[CH3:1][CH:2]1[CH2:3][CH2:5][CH2:6][N:4]1[CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][cH:14][c:15](-[c:16]2[n:18][c:20]([CH2:21][C:23](=[O:24])[N:25]3[CH2:26][CH2:28][CH2:29][CH2:27]3)[cH:22][o:19]2)[cH:17][cH:13]1.[H:30][H:31].[H:32][H:33]>>[CH3:1][CH:2]1[CH2:3][CH2:5][CH2:6][N:4]1[CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][cH:14][c:15](-[c:16]2[n:18][c:20]([CH2:21][C:23]([N:25]3[CH2:26][CH2:28][CH2:29][CH2:27]3)([H:31])[H:33])[cH:22][o:19]2)[cH:17][cH:13]1.[O:24]([H:30])[H:32],-22.37,0.00,0.00,0.00,22.37,Success
34,6077,[CH2:1]=[C:2]([CH3:3])[c:4]1[cH:5][c:7]([CH2:8][C:10]#[N:11])[cH:9][cH:12][c:6]1[O:13][CH3:14].[H:15][H:16]>>[CH2:1]([C:2]([CH3:3])([c:4]1[cH:5][c:7]([CH2:8][C:10]#[N:11])[cH:9][cH:12][c:6]1[O:13][CH3:14])[H:15])[H:16],-41.74,48.28,9.61,48.28,90.02,Success
34,23654,[CH3:1][O:2][C:3](=[O:4])[CH:5]([c:6]1[cH:8][cH:10][cH:11][cH:12][c:9]1[Cl:13])[N:7]1[CH2:14][c:16]2[cH:17][cH:19][s:20][c:18]2[CH:21]([OH:22])[CH2:15]1.[H:23][H:24]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]([c:6]1[cH:8][cH:10][cH:11][cH:12][c:9]1[Cl:13])[N:7]1[CH2:14][c:16]2[cH:17][cH:19][s:20][c:18]2[CH:21]([H:23])[CH2:15]1.[OH:22][H:24],-25.08,0.00,0.00,0.00,25.08,Success
34,38092,[CH2:1]=[O:2].[H:3][H:4].[O:5]=[S:6](=[O:7])([c:8]1[cH:10][cH:12][cH:13][c:14]2[c:11]1[cH:18][cH:17][cH:16][cH:15]2)[c:9]1[n:19][nH:21][c:22]2[c:20]1[cH:27][c:25]([O:26][CH:28]1[CH2:29][CH2:31][N:32]([H:33])[CH2:30]1)[cH:24][cH:23]2>>[CH2:1]([H:4])[N:32]1[CH2:30][CH:28]([O:26][c:25]2[cH:24][cH:23][c:22]3[c:20]([c:9]([S:6](=[O:5])(=[O:7])[c:8]4[cH:10][cH:12][cH:13][c:14]5[c:11]4[cH:18][cH:17][cH:16][cH:15]5)[n:19][nH:21]3)[cH:27]2)[CH2:29][CH2:31]1.[O:2]([H:3])[H:33],-51.23,0.00,0.00,0.00,51.23,Success
34,27222,[CH3:1][CH:2]=[O:3].[CH3:4][CH2:5][N:6]([CH:7]1[CH2:9][CH:11]([C:12](=[O:14])[NH:15][CH2:16][C:17]2([CH2:18][CH2:21][CH2:22][CH2:23][O:24][CH3:25])[c:19]3[cH:26][cH:28][cH:29][cH:30][c:27]3[O:31][c:32]3[c:20]2[cH:36][cH:35][cH:34][cH:33]3)[CH2:13][N:37]([C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])[CH2:10]1)[H:8].[H:45][H:46]>>[CH3:1][CH:2]([N:6]([CH2:5][CH3:4])[CH:7]1[CH2:9][CH:11]([C:12](=[O:14])[NH:15][CH2:16][C:17]2([CH2:18][CH2:21][CH2:22][CH2:23][O:24][CH3:25])[c:19]3[cH:26][cH:28][cH:29][cH:30][c:27]3[O:31][c:32]3[c:20]2[cH:36][cH:35][cH:34][cH:33]3)[CH2:13][N:37]([C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])[CH2:10]1)[H:45].[O:3]([H:8])[H:46],-40.89,0.00,0.00,0.00,40.89,Success
34,29844,[CH3:1][C:2]([CH3:3])=[O:4].[CH3:5][n:6]1[cH:7][cH:9][n:10][c:8]1[S:11][c:12]1[cH:13][cH:15][c:16]([NH:17][c:19]2[c:20]([C:22]#[N:24])[cH:23][n:25][c:26]3[c:21]2[cH:44][cH:30][c:28](-[c:29]2[cH:31][cH:33][c:34]([CH2:35][N:37]4[CH2:38][CH2:40][N:41]([H:42])[CH2:43][CH2:39]4)[cH:36][cH:32]2)[cH:27]3)[cH:18][c:14]1[Cl:45].[H:46][H:47]>>[CH3:1][C:2]([CH3:3])([N:41]1[CH2:40][CH2:38][N:37]([CH2:35][c:34]2[cH:33][cH:31][c:29](-[c:28]3[cH:27][c:26]4[c:21]([c:19]([NH:17][c:16]5[cH:15][cH:13][c:12]([S:11][c:8]6[n:6]([CH3:5])[cH:7][cH:9][n:10]6)[c:14]([Cl:45])[cH:18]5)[c:20]([C:22]#[N:24])[cH:23][n:25]4)[cH:44][cH:30]3)[cH:32][cH:36]2)[CH2:39][CH2:43]1)[H:47].[O:4]([H:42])[H:46],-32.34,368.65,376.78,368.65,400.99,Success
34,1112,[CH3:1][CH2:2][c:3]1[cH:4][c:6](-[c:7]2[cH:9][cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[n:10]2)[c:8]([O:21][CH3:23])[cH:22][c:5]1[CH2:24][CH:25]=[O:26].[CH3:27][N:28]([CH3:29])[H:30].[H:31][H:32]>>[CH3:1][CH2:2][c:3]1[cH:4][c:6](-[c:7]2[cH:9][cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[n:10]2)[c:8]([O:21][CH3:23])[cH:22][c:5]1[CH2:24][CH:25]([N:28]([CH3:27])[CH3:29])[H:31].[O:26]([H:30])[H:32],-39.27,236.51,353.22,236.51,275.78,Success
34,8133,[H:1][H:2].[O:3]=[CH:4][CH2:5][CH2:6][CH2:7][CH:8]1[CH2:9][C:11]([c:12]2[cH:14][cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:15]2)=[N:13][O:10]1.[cH:22]1[cH:23][cH:25][c:26]([CH:27]([c:29]2[cH:31][cH:33][cH:34][cH:35][cH:32]2)[N:30]2[CH2:36][CH2:38][N:39]([H:40])[CH2:41][CH2:37]2)[cH:28][cH:24]1>>[H:1][CH:4]([CH2:5][CH2:6][CH2:7][CH:8]1[CH2:9][C:11]([c:12]2[cH:14][cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:15]2)=[N:13][O:10]1)[N:39]1[CH2:38][CH2:36][N:30]([CH:27]([c:26]2[cH:25][cH:23][cH:22][cH:24][cH:28]2)[c:29]2[cH:31][cH:33][cH:34][cH:35][cH:32]2)[CH2:37][CH2:41]1.[H:2][O:3][H:40],-46.87,0.00,65.58,0.00,46.87,Success
34,36469,[H:1][H:2].[H:3][H:4].[O:5]=[C:6]([CH:7]1[CH2:9][O:11][c:12]2[cH:13][cH:15][cH:16][cH:17][c:14]2[O:10]1)[N:8]1[CH2:18][CH2:20][CH2:21][CH:22]([c:23]2[cH:24][cH:26][cH:27][cH:28][c:25]2[F:29])[CH2:19]1>>[H:1][C:6]([H:3])([CH:7]1[CH2:9][O:11][c:12]2[cH:13][cH:15][cH:16][cH:17][c:14]2[O:10]1)[N:8]1[CH2:18][CH2:20][CH2:21][CH:22]([c:23]2[cH:24][cH:26][cH:27][cH:28][c:25]2[F:29])[CH2:19]1.[H:2][O:5][H:4],-29.64,0.00,436.40,0.00,29.64,Success
34,9977,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:8][c:9]([NH:10][C:11](=[O:12])[CH:13]2[CH2:14][CH2:16][CH2:17][N:15]2[H:18])[n:7]1.[H:19][H:20].[O:21]=[CH:22][CH:23]1[CH2:24][CH2:26][O:27][CH2:28][CH2:25]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:8][c:9]([NH:10][C:11](=[O:12])[CH:13]2[CH2:14][CH2:16][CH2:17][N:15]2[CH:22]([H:19])[CH:23]2[CH2:24][CH2:26][O:27][CH2:28][CH2:25]2)[n:7]1.[H:18][O:21][H:20],-12.61,56.32,136.35,56.32,68.93,Success
34,26277,[CH3:1][N:2]([CH2:3][CH:5]([CH2:6][CH:8]=[O:9])[c:7]1[cH:10][cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:11]1)[C:4](=[O:17])[c:18]1[cH:19][cH:21][cH:22][cH:23][cH:20]1.[CH3:24][N:25]([CH3:26])[C:27](=[O:28])[CH:29]1[CH2:30][CH2:32][CH2:33][CH2:34][N:31]1[CH:35]1[CH2:36][CH2:38][N:39]([H:40])[CH2:41][CH2:37]1.[H:42][H:43]>>[CH3:1][N:2]([CH2:3][CH:5]([CH2:6][CH:8]([N:39]1[CH2:38][CH2:36][CH:35]([N:31]2[CH:29]([C:27]([N:25]([CH3:24])[CH3:26])=[O:28])[CH2:30][CH2:32][CH2:33][CH2:34]2)[CH2:37][CH2:41]1)[H:42])[c:7]1[cH:10][cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:11]1)[C:4](=[O:17])[c:18]1[cH:19][cH:21][cH:22][cH:23][cH:20]1.[O:9]([H:40])[H:43],-45.62,0.00,0.00,0.00,45.62,Success
34,26821,[CH2:1]=[O:2].[CH3:3][CH:4]1[CH2:5][N:7]([C:8](=[O:10])[O:11][CH2:12][c:13]2[cH:14][cH:16][cH:17][cH:18][cH:15]2)[CH2:9][CH:19]([CH3:20])[N:6]1[H:21].[H:22][H:23]>>[CH2:1]([N:6]1[CH:4]([CH3:3])[CH2:5][N:7]([C:8](=[O:10])[O:11][CH2:12][c:13]2[cH:14][cH:16][cH:17][cH:18][cH:15]2)[CH2:9][CH:19]1[CH3:20])[H:22].[O:2]([H:21])[H:23],-47.81,34.63,34.83,34.63,82.44,Success
34,5413,[CH3:1][c:2]1[cH:3][c:5](=[O:6])[nH:7][c:8]2[c:4]1[cH:18][cH:12][c:10]([O:11][CH2:13][CH2:14][CH2:15][CH:16]=[O:17])[n:9]2.[Cl:19][c:20]1[cH:21][cH:23][cH:24][c:25]([N:26]2[CH2:27][CH2:29][N:30]([H:31])[CH2:32][CH2:28]2)[c:22]1[Cl:33].[H:34][H:35]>>[CH3:1][c:2]1[cH:3][c:5](=[O:6])[nH:7][c:8]2[c:4]1[cH:18][cH:12][c:10]([O:11][CH2:13][CH2:14][CH2:15][CH:16]([N:30]1[CH2:29][CH2:27][N:26]([c:25]3[c:22]([Cl:33])[c:20]([Cl:19])[cH:21][cH:23][cH:24]3)[CH2:28][CH2:32]1)[H:34])[n:9]2.[O:17]([H:31])[H:35],-53.12,97.08,179.87,97.08,150.20,Success
34,32553,[CH2:1]=[O:2].[CH3:3][O:4][CH2:5][CH2:6][CH:7]1[CH2:8][N:10]([C:11]2=[N:13][c:15]3[cH:16][cH:18][cH:19][cH:20][c:17]3[NH:21][c:22]3[c:14]2[cH:27][c:25]([CH3:26])[cH:24][cH:23]3)[CH2:12][CH2:28][N:9]1[H:29].[H:30][H:31]>>[CH2:1]([N:9]1[CH:7]([CH2:6][CH2:5][O:4][CH3:3])[CH2:8][N:10]([C:11]2=[N:13][c:15]3[cH:16][cH:18][cH:19][cH:20][c:17]3[NH:21][c:22]3[c:14]2[cH:27][c:25]([CH3:26])[cH:24][cH:23]3)[CH2:12][CH2:28]1)[H:30].[O:2]([H:29])[H:31],-53.81,29.26,50.34,29.26,83.07,Success
34,35490,[C:1](#[C:2][CH2:4][O:5][CH:6]1[CH2:7][NH:9][CH2:10][CH:11]([O:12][CH:13]([c:14]2[cH:16][cH:18][c:19]3[c:20]([cH:17]2)[N:22]([CH2:23][CH2:25][CH2:26][O:27][CH3:28])[CH2:24][CH2:29][O:21]3)[S:15](=[O:30])(=[O:31])[c:32]2[cH:33][cH:35][c:36]([CH3:37])[cH:38][cH:34]2)[CH:8]1[c:39]1[cH:40][cH:42][c:43]([O:44][CH3:46])[cH:45][cH:41]1)[H:3].[CH2:47]1[CH2:48][O:50][CH2:51][CH2:52][N:49]1[H:53].[CH2:54]=[O:55]>>[C:1](#[C:2][CH2:4][O:5][CH:6]1[CH2:7][NH:9][CH2:10][CH:11]([O:12][CH:13]([c:14]2[cH:16][cH:18][c:19]3[c:20]([cH:17]2)[N:22]([CH2:23][CH2:25][CH2:26][O:27][CH3:28])[CH2:24][CH2:29][O:21]3)[S:15](=[O:30])(=[O:31])[c:32]2[cH:33][cH:35][c:36]([CH3:37])[cH:38][cH:34]2)[CH:8]1[c:39]1[cH:40][cH:42][c:43]([O:44][CH3:46])[cH:45][cH:41]1)[CH2:54][N:49]1[CH2:47][CH2:48][O:50][CH2:51][CH2:52]1.[H:3][O:55][H:53],-48.70,0.01,0.00,0.01,48.71,Success
34,19285,[CH2:1]=[O:2].[H:3][H:4].[O:5]=[C:6]1[CH2:7][N:9]([H:10])[CH2:11][CH2:12][N:8]1[c:13]1[cH:14][cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:15]1>>[CH2:1]([H:4])[N:9]1[CH2:7][C:6](=[O:5])[N:8]([c:13]2[cH:14][cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:15]2)[CH2:12][CH2:11]1.[O:2]([H:3])[H:10],-48.71,16.81,29.21,16.81,65.52,Success
34,9978,[CH3:1][N:2]([CH:3]1[CH2:5][CH2:7][CH:8]([C:9](=[O:11])[NH:12][c:13]2[c:14]([C:16](=[O:18])[NH:19][c:20]3[cH:21][cH:23][c:24]([Cl:25])[cH:26][n:22]3)[o:17][c:27]3[c:15]2[n:31][cH:30][cH:29][cH:28]3)[CH2:10][CH2:6]1)[H:4].[CH3:32][C:33]([CH3:34])([CH3:35])[O:36][C:37](=[O:38])[NH:39][CH2:40][CH2:41][CH:42]=[O:43].[H:44][H:45]>>[CH3:1][N:2]([CH:3]1[CH2:5][CH2:7][CH:8]([C:9](=[O:11])[NH:12][c:13]2[c:14]([C:16](=[O:18])[NH:19][c:20]3[cH:21][cH:23][c:24]([Cl:25])[cH:26][n:22]3)[o:17][c:27]3[c:15]2[n:31][cH:30][cH:29][cH:28]3)[CH2:10][CH2:6]1)[CH:42]([CH2:41][CH2:40][NH:39][C:37]([O:36][C:33]([CH3:32])([CH3:34])[CH3:35])=[O:38])[H:44].[H:4][O:43][H:45],-36.11,0.00,0.00,0.00,36.11,Success
34,29113,[CH3:1][CH:2]=[O:3].[H:4][H:5].[O:6]=[C:7]1[S:8][C:10](=[CH:11][c:13]2[cH:14][cH:16][c:17]3[c:18]([cH:15]2)[cH:20][n:21][n:19]3[CH2:22][c:23]2[cH:24][cH:26][c:27]([Cl:28])[cH:29][c:25]2[C:30]([F:31])([F:32])[F:33])[C:12](=[O:34])[N:9]1[CH:35]1[CH2:36][CH2:38][N:39]([H:40])[CH2:41][CH:37]1[F:42]>>[CH3:1][CH:2]([H:4])[N:39]1[CH2:38][CH2:36][CH:35]([N:9]2[C:7](=[O:6])[S:8][C:10](=[CH:11][c:13]3[cH:14][cH:16][c:17]4[c:18]([cH:15]3)[cH:20][n:21][n:19]4[CH2:22][c:23]3[cH:24][cH:26][c:27]([Cl:28])[cH:29][c:25]3[C:30]([F:31])([F:32])[F:33])[C:12]2=[O:34])[CH:37]([F:42])[CH2:41]1.[O:3]([H:5])[H:40],-24.02,105.51,102.91,105.51,129.53,Success
34,40346,[H:1][H:2].[O:26]=[CH:27][CH2:28][O:29][CH2:30][c:31]1[cH:32][cH:34][cH:35][cH:36][cH:33]1.[O:3]=[C:4]([CH:5]1[CH2:7][C:8]12[CH2:9][CH2:11][N:12]([H:13])[CH2:14][CH2:10]2)[N:6]1[CH2:15][CH2:17][N:18]([CH:19]2[CH2:21][CH2:23][CH2:24][CH2:25][CH2:22]2)[CH2:20][CH2:16]1>>[H:1][CH:27]([N:12]1[CH2:11][CH2:9][C:8]2([CH:5]([C:4](=[O:3])[N:6]3[CH2:15][CH2:17][N:18]([CH:19]4[CH2:21][CH2:23][CH2:24][CH2:25][CH2:22]4)[CH2:20][CH2:16]3)[CH2:7]2)[CH2:10][CH2:14]1)[CH2:28][O:29][CH2:30][c:31]1[cH:32][cH:34][cH:35][cH:36][cH:33]1.[H:2][O:26][H:13],-46.55,0.00,0.00,0.00,46.55,Success
34,46508,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][cH:14][c:15]2[n:16][c:18](-[c:19]3[cH:21][cH:23][c:24]([O:25][CH3:27])[cH:26][cH:22]3)[n:20]([CH2:28][CH2:29][CH:30]=[O:31])[c:17]2[cH:13]1.[H:32][H:33].[cH:34]1[cH:35][cH:37][c:38]([N:39]2[CH2:41][CH2:43][N:44]([H:45])[CH2:46][CH2:42]2)[cH:40][cH:36]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][cH:14][c:15]2[n:16][c:18](-[c:19]3[cH:21][cH:23][c:24]([O:25][CH3:27])[cH:26][cH:22]3)[n:20]([CH2:28][CH2:29][CH:30]([H:33])[N:44]3[CH2:43][CH2:41][N:39]([c:38]4[cH:37][cH:35][cH:34][cH:36][cH:40]4)[CH2:42][CH2:46]3)[c:17]2[cH:13]1.[O:31]([H:32])[H:45],-37.10,0.00,0.00,0.00,37.10,Success
34,21060,[CH2:1]=[O:2].[CH3:3][O:4][c:5]1[cH:6][cH:8][c:9]([C:10]#[C:12][c:13]2[cH:14][cH:16][cH:17][cH:18][cH:15]2)[c:11]([CH2:19][CH2:20][CH:21]([CH3:22])[N:23]([CH2:24][CH2:26][c:27]2[cH:28][cH:30][c:31]([O:32][CH3:34])[c:33]([O:35][CH3:36])[cH:29]2)[H:25])[cH:7]1.[H:37][H:38]>>[CH2:1]([N:23]([CH:21]([CH2:20][CH2:19][c:11]1[cH:7][c:5]([O:4][CH3:3])[cH:6][cH:8][c:9]1[C:10]#[C:12][c:13]1[cH:14][cH:16][cH:17][cH:18][cH:15]1)[CH3:22])[CH2:24][CH2:26][c:27]1[cH:28][cH:30][c:31]([O:32][CH3:34])[c:33]([O:35][CH3:36])[cH:29]1)[H:38].[O:2]([H:25])[H:37],-55.16,21.83,31.85,21.83,76.99,Success
34,16098,[H:1][H:2].[H:3][H:4].[O:5]=[C:6]([N:7]1[CH2:9][CH2:11][CH2:12][CH:13]([CH2:14][O:15][c:16]2[cH:17][cH:19][c:20]([F:21])[cH:22][cH:18]2)[CH2:10]1)[C:8]1([c:23]2[cH:26][cH:28][c:29]([Cl:30])[cH:31][cH:27]2)[CH2:24][CH2:32][CH2:25]1>>[H:1][O:5][H:4].[H:2][C:6]([H:3])([N:7]1[CH2:9][CH2:11][CH2:12][CH:13]([CH2:14][O:15][c:16]2[cH:17][cH:19][c:20]([F:21])[cH:22][cH:18]2)[CH2:10]1)[C:8]1([c:23]2[cH:26][cH:28][c:29]([Cl:30])[cH:31][cH:27]2)[CH2:24][CH2:32][CH2:25]1,-24.52,251.45,66.41,251.45,275.97,Success
34,49578,[CH3:1][c:2]1[cH:3][c:5]2[n:6][c:8]3[c:9](=[O:11])[nH:12][c:13](=[O:14])[n:15][c:10]-3[n:16]([CH2:17][CH:18]=[O:19])[c:7]2[cH:20][c:4]1[CH3:21].[H:22][H:23].[O:24]=[C:25]([OH:26])[CH:27]1[CH2:28][CH2:30][CH2:31][N:29]1[H:32]>>[CH3:1][c:2]1[cH:3][c:5]2[n:6][c:8]3[c:9](=[O:11])[nH:12][c:13](=[O:14])[n:15][c:10]-3[n:16]([CH2:17][CH:18]([H:23])[N:29]3[CH:27]([C:25](=[O:24])[OH:26])[CH2:28][CH2:30][CH2:31]3)[c:7]2[cH:20][c:4]1[CH3:21].[O:19]([H:22])[H:32],,,,,,Calc Error
34,25063,[CH3:1][CH:2]=[O:3].[CH3:4][O:5][CH2:6][CH2:7][CH:8]1[CH2:9][N:11]([C:12]2=[N:14][c:16]3[cH:17][cH:19][cH:20][cH:21][c:18]3[NH:22][c:23]3[c:15]2[n:27][c:25]([C:26]([F:28])([F:29])[F:30])[s:24]3)[CH2:13][CH2:31][N:10]1[H:32].[H:33][H:34]>>[CH3:1][CH:2]([N:10]1[CH:8]([CH2:7][CH2:6][O:5][CH3:4])[CH2:9][N:11]([C:12]2=[N:14][c:16]3[cH:17][cH:19][cH:20][cH:21][c:18]3[NH:22][c:23]3[c:15]2[n:27][c:25]([C:26]([F:28])([F:29])[F:30])[s:24]3)[CH2:13][CH2:31]1)[H:33].[O:3]([H:32])[H:34],-35.86,0.00,0.00,0.00,35.86,Success
34,29468,[C:1](#[C:2][C:4]1([O:5][C:8]([CH3:9])=[O:10])[CH2:6][CH2:11][CH2:12][CH2:13][CH2:7]1)[H:3].[CH2:14]=[O:15].[CH3:16][CH2:17][N:18]([CH2:19][CH3:21])[H:20]>>[C:1](#[C:2][C:4]1([O:5][C:8]([CH3:9])=[O:10])[CH2:6][CH2:11][CH2:12][CH2:13][CH2:7]1)[CH2:14][N:18]([CH2:17][CH3:16])[CH2:19][CH3:21].[H:3][O:15][H:20],-68.09,0.00,0.00,0.00,68.09,Success
